Nom de la société,Secteur d'activité,Taille de l'entreprise,Catégorie,Année de fondation,Adresse,Lien webs
IORI SUPPORT,call center / télévente,Entre 20 et 100 employés,Société privée étrangère,,"Lac 2, La Goulette, Tunis, 1053 Tunisie",
STE LE TOURNAGE PROFESSIONNEL S.T.P,industrie électro-mécaniques,Moins de 20 employés,Société privée locale,,"RUE ARIANA LOT A10 ZI MGUIRA 3, Fouchana, Ben Arous, None Tunisie",
BF CONCEPT,industrie métalliques,Entre 20 et 100 employés,Société privée locale,,"Route Taniour Km 10,5  Sfax, Sfax Sud, Sfax, 4000 Tunisie",
LYCÉE GUSTAVE FLAUBERT,enseignement / formation / puériculture,Entre 200 et 500 employés,Société privée étrangère,,"16 Rue Othman El Kaak, Marsa 2078, La Marsa, Tunis, None Tunisie",
JEAN RACINE,enseignement / formation / puériculture,Entre 20 et 100 employés,Société privée locale,,"jardin el menzah 2, Mnihla, Ariana, None Tunisie",
NEWKEY,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"17 rue ali belhouane, la marsa, La Marsa, Tunis, None Tunisie",
CABINET DR ATTIA,santé / paramédical / optique,Moins de 20 employés,Société privée locale,,"le KRAM MEDICAL, El Kram, Tunis, None Tunisie",
HK TÉLÉSERVICES,call center / télévente,Entre 20 et 100 employés,Société privée locale,,"Avenue 18 janvier 1952 Tunis, Centre ville, Tunis, None Tunisie",
OFFICE DISTRIBUTION,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"ZI CHARGUIA 1, Ariana Ville, Ariana, None Tunisie",
BLUEPOWER,électronique / électricité / énergie,Moins de 20 employés,Société privée locale,,"18 Av. Fattouma Bourguiba, 2036, La Soukra, Ariana, 2036 Tunisie",
TECNOCASA SOUKRA,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"Boutique 6 Résidence  boustaine  1, La Soukra, Ariana, None Tunisie",
OTO SURE,autres,Entre 20 et 100 employés,Société privée locale,,"009 RUE MILAHA MENZAH 8 ARIANA, Ariana Ville, Ariana, None Tunisie",
CORP SAFE CONTROLE,call center / télévente,Moins de 20 employés,Société privée locale,,"8FWR+2GC, C108, Medinine, Medenine Nord, Médenine, None Tunisie",
MAISON RAWAND D'EDITION ET D'IMPRESSION,commerce / vente / distribution,Moins de 20 employés,Société privée locale,2017,"manzeh 6, El Menzah, Tunis, 2091 Tunisie",
REMAX PRESTIGE,architecture / immobilier / BTP,Moins de 20 employés,Société privée locale,,"Avenue du Combattant Suprème, Monastir, Monastir, None Tunisie",
SOCIÉTÉ OUESLATI DISTRIBUTION,autres,Entre 20 et 100 employés,Société privée locale,,"RUE DE TISSAGE ZI KSSAR SAID, Douar Hicher, La Manouba, None Tunisie",
STRATEGY ET  MANAGEMENT SERVICES,consulting / étude / stratégie,Entre 20 et 100 employés,Société privée locale,,"Avenue des Violettes, Résidence les Jardins, Jardins Menzeh 2 Ariana, Mnihla, Ariana, None Tunisie",
HOTEL THE NINE,tourisme / hôtellerie / restauration / loisirs,Entre 100 et 200 employés,Société privée locale,,"Km9, La Marsa, Tunis, None Tunisie",
I2I ÉVOLUTION,consulting / étude / stratégie,Moins de 20 employés,Société privée locale,,"ENNASR II, El Menzah, Tunis, None Tunisie",
PHARMAHEALTH,santé / paramédical / optique,Entre 20 et 100 employés,Société privée locale,,"ZONE INDISTRUELLE, Beja Nord, Béja, None Tunisie",
LES RESTAURANTS KOWEITIENS,tourisme / hôtellerie / restauration / loisirs,Entre 20 et 100 employés,Société privée locale,,"Rouss lahrayak, Mnihla, Ariana, None Tunisie",
UNIVERS GROON FACTORY,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"Rades meliene, Rades, Ben Arous, None Tunisie",
CHERIF CONSULTING EXPERT,comptabilité / gestion / audit,Moins de 20 employés,Société privée locale,,"chouchet rades, Ben Arous, Ben Arous, None Tunisie",
TOURISME SERVICES ET LOISIRS,tourisme / hôtellerie / restauration / loisirs,Entre 20 et 100 employés,Société privée locale,,"29, Avenue de japon , Immeuble fatma, Montplaisir Tunis, Bab Bhar, Tunis, None Tunisie",
CLINIQUE PRIVEE,santé / paramédical / optique,Entre 200 et 500 employés,Société privée locale,1994,"20, 22, 24 rue Aziza Othmana, Mutuelleville, El Menzah, Tunis, 1082 Tunisie",
EUCCS,informatique / télécoms,Moins de 20 employés,Société privée locale,,"rue des paradis, Ariana Ville, Ariana, None Tunisie",
WASSIM-INTERNATIONAL-TRADE,commerce / vente / distribution,Entre 20 et 100 employés,Société privée locale,,"KM8 ROUTE DE BIZERTE SANHEJI -MNIHLA 2094 ARIANA, Mnihla, Ariana, None Tunisie",
SHAPE MAISON DU DESIGN,autres,Moins de 20 employés,Société privée locale,,"57 - Charguia 1, Cite El Khadra, Tunis, None Tunisie",
LIVE2LEARN LANGUAGE SERVICES,enseignement / formation / puériculture,Moins de 20 employés,Société privée locale,2014,"#23 Rue Abounawas, Sousse Ville, Sousse, 4000 Tunisie",
IMMO DE LUXE TUNISIE,architecture / immobilier / BTP,Moins de 20 employés,Société privée locale,,"Montplaisir, Cite El Khadra, Tunis, None Tunisie",
SERT,électronique / électricité / énergie,Moins de 20 employés,Société privée locale,,"2 rue Essammani, Raoued, Ariana, None Tunisie",
CLINIQUE GENERALE ET CARDIOVASCULAIRE DE TUNIS,santé / paramédical / optique,Entre 100 et 200 employés,Société privée locale,,"ROUTE X2 CITE EL KHADRA, Cite El Khadra, Tunis, None Tunisie",
E-CONCIERGE,informatique / télécoms,Entre 20 et 100 employés,Société privée locale,,"25 rue maouia ibn abi Soufiene cité khadhra, Ariana Ville, Ariana, None Tunisie",
CHAHIA,agriculture / agro-alimentaire / environnement,Plus de 500 employés,Société privée locale,,"Route Mahdia Km 10, Sakiet Eddaier, Sfax, None Tunisie",
DELFINGEN,automobile / moteurs / engins mécaniques,Entre 100 et 200 employés,Société privée étrangère,,"Rue de Bizerte ZI M'ghira 2, Fouchana, Ben Arous, 1130 Tunisie",
ASSURANCE CTAMA,banque / finance / assurances,Moins de 20 employés,Société privée locale,,"5 rue Malek ibn ans, Rades, Ben Arous, None Tunisie",
SOCIÉTÉ DE MAINTENANCE ET INSTALLATION INDUSTRIELLE,électronique / électricité / énergie,Entre 20 et 100 employés,Société privée locale,,"19 houdhayfa ibn yemen, Sousse Ville, Sousse, 4023 Tunisie",
CHICS,autres,Moins de 20 employés,Société privée locale,,"000MN1251273/C, El Menzah, Tunis, None Tunisie",
IZARTEX,autres,Entre 20 et 100 employés,Société privée locale,,"zone industrielle messadine sousse, Msaken, Sousse, None Tunisie",
B2DEV,informatique / télécoms,Moins de 20 employés,Société privée locale,,"Rue Mohamed Khadouma Gafsa 2100, Gafsa Nord, Gafsa, None Tunisie",
SOCIETE HIGH AND CHEAP,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"av de l'uma residence golf soukra commerce d1, La Soukra, Ariana, 1002 Tunisie",
CRISTAL GLASS,architecture / immobilier / BTP,Moins de 20 employés,Société privée étrangère,,"19 bis mongi slim aouina, La Soukra, Ariana, None Tunisie",
TEAM DOO,informatique / télécoms,Entre 20 et 100 employés,Société privée étrangère,,"pole technologique manouba, Mannouba, La Manouba, None Tunisie",
AVICEMER CRO,santé / paramédical / optique,Moins de 20 employés,Société privée étrangère,,"Centre Medical Violette, Av Hedi Nouira Ennasr II, Ariana Ville, Ariana, None Tunisie",
EHR,autres,Entre 200 et 500 employés,Société privée locale,,"88 RUE DES TRAVAILLEURS MANNOUBA 2010, Mannouba, La Manouba, None Tunisie",
NYS SERVICES,informatique / télécoms,Entre 20 et 100 employés,Société privée étrangère,,"La Manufacture des Tilleuls, 91,Bis Bd Michel Perret, Tullins, Auvergne-Rhône-Alpes, None France",
NETLINK,informatique / télécoms,Moins de 20 employés,Société privée locale,,"Immeuble Horizon, 5 ème étage,   Rte Lafrane Km 3 ,Sfax-Tunisie, Sfax Est, Sfax, None Tunisie",
FRANCHISEB OOREDOO,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"menzah6-2, Ariana Ville, Ariana, None Tunisie",
RAMZUS,informatique / télécoms,Moins de 20 employés,Fonction publique,,"Rue moheddine kelibi, Sousse Ville, Sousse, None Tunisie",
NASR CONTRACTORS,industrie métalliques,Entre 100 et 200 employés,Société privée locale,,"Zone Industrielle Madagascar, Rue Okba Ibn Nefaa, Sfax Ville, Sfax, None Tunisie",
YES YELLOW ENERGY,électronique / électricité / énergie,Entre 20 et 100 employés,Société privée locale,,"Zone industrielle Mghira, Fouchana, Ben Arous, None Tunisie",
CABINET DENTAIRE MONTPLAISIR,santé / paramédical / optique,Moins de 20 employés,Société privée locale,,"MONTPLAISIR, Centre ville, Tunis, None Tunisie",
CECERAM,électronique / électricité / énergie,Plus de 500 employés,Société privée locale,1987,"Rue les oranges, Grombalia, Nabeul, 8030 Tunisie",
CARTHAGO STUDIO,informatique / télécoms,Moins de 20 employés,Société privée étrangère,,"Tunis, barcelone, Barcelone, None Espagne",
POINT B,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"Le Bardo, Le Bardo, Tunis, None Tunisie",
ETRAPH,architecture / immobilier / BTP,Entre 200 et 500 employés,Société privée locale,,"Jardin de carthage, El Kram, Tunis, None Tunisie",
ENTREPRISE AYARI DES TRAVAUX PUBLICS,autres,Moins de 20 employés,Société privée locale,,"manouba, Mannouba, La Manouba, None Tunisie",
SIMOP TUNISIE,informatique / télécoms,Entre 20 et 100 employés,Société privée locale,,"3 bis impasse n°5 Rue 8612 zone industrielle Charguia 1 2035 Tunis, Cite El Khadra, Tunis, None Tunisie",
STE GHAITH OPTIC,santé / paramédical / optique,Moins de 20 employés,Société privée locale,,"KRAM + INTILAKA+ MOUROUJ+ EZZOUHOUR, Ettadhamen, Ariana, None Tunisie",
JARZIS DECOR,commerce / vente / distribution,Entre 20 et 100 employés,Société privée locale,,"tunis, El Kabbaria, Tunis, None Tunisie",
THK AND PARTNERS,comptabilité / gestion / audit,Moins de 20 employés,Société privée locale,,"Immeuble GOLDEN TOWERS- Bloc B - 6ème étage - Bureau 6.1, Tunis 1082, El Menzah, Tunis, None Tunisie",
STRUCTURIUM,architecture / immobilier / BTP,Moins de 20 employés,Société privée étrangère,,"10 Av Adbrahamn Azzam Tunis, Cite El Khadra, Tunis, None Tunisie",
TEG,enseignement / formation / puériculture,Entre 20 et 100 employés,Société privée locale,,"Les Berges Du Lac 1, La Marsa, Tunis, 1053 Tunisie",
NAKI SERVICES,autres,Moins de 20 employés,Société privée locale,,"1 rue dakkar - ariana, Ariana Ville, Ariana, None Tunisie",
AMCONSULTING,consulting / étude / stratégie,Moins de 20 employés,Société privée locale,,"Manar1, El Menzah, Tunis, None Tunisie",
MINDFINITY TRANSLATIONS,journalisme / traduction / édition,Moins de 20 employés,Société privée locale,2019,"6 rue du Lac Toba, Les Berges du LacTunis, Tunisie., La Marsa, Tunis, 1053 Tunisie",
SAC CONSULTING,consulting / étude / stratégie,Moins de 20 employés,Société privée locale,,"Monastir, Tunisie, Monastir, Monastir, None Tunisie",
TSUME,autres,Entre 20 et 100 employés,Société privée étrangère,,"ZI Rolach, 5280 Sandweiler, Luxembourg, Luxembourg, Luxembourg, 5280 Luxembourg",
SUD BATIMENT PLUS,commerce / vente / distribution,Entre 20 et 100 employés,Société privée locale,,"RTE L'AEREPORT KM 7, Sfax Sud, Sfax, None Tunisie",
ELKHAMSA GROUP,tourisme / hôtellerie / restauration / loisirs,Entre 100 et 200 employés,Société privée locale,,"khezama, Sousse Ville, Sousse, None Tunisie",
CLIMADIFF,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"afh el mrezgua, Nabeul, Nabeul, None Tunisie",
ILOCKER,informatique / télécoms,Moins de 20 employés,Société privée locale,2023,"Avenue Mohammed badra immeuble Carthagène Bureau A36, Monplaisir, Bab bhar, tunis, Tunisie, Centre ville, Tunis, 1073 Tunisie",http://ilocker.tn
EDUCA CONSEIL,consulting / étude / stratégie,Moins de 20 employés,Société privée locale,,"City Lake Center, Bureau 24, 2ème étage, Rue de Dollar, Les Berges du Lac 2, Carthage, Tunisie, El Kram, Tunis, None Tunisie",
CLIC NATIONAL INDUSTRIES,industrie métalliques,Plus de 500 employés,Société privée étrangère,,"Doha ,Qatar, Industrial Area, Doha, None Qatar",
BATINOVA,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"MNIHLA, Mnihla, Ariana, None Tunisie",
TUNIBEL-GROUP,architecture / immobilier / BTP,Moins de 20 employés,Société privée étrangère,,"lac 2, La Goulette, Tunis, None Tunisie",
ATELIER GRAPHIQUE,communication / publicité / média,Moins de 20 employés,Société privée locale,,"Av Abelrahmane Bahri, Bou Mhel El Bassatine, Ben Arous, None Tunisie",
INSTACOIF,informatique / télécoms,Moins de 20 employés,Société privée locale,2023,"Av. de la République, Imm Jaziri Monastir, Monastir, Monastir, 5000 Tunisie",
FLOWUP,consulting / étude / stratégie,Moins de 20 employés,Société privée locale,,"Tunis, Centre ville, Tunis, None Tunisie",
RAWAND,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"EL MENZAH, El Menzah, Tunis, 1001 Tunisie",
UPSAT,enseignement / formation / puériculture,Entre 100 et 200 employés,Société privée locale,,"38 Rue De Cologne, Tunis, Lafayette 1002, Centre ville, Tunis, None Tunisie",
ZAWIA TOUNSI HOSPITAL,santé / paramédical / optique,Entre 20 et 100 employés,Société privée étrangère,2023,"RUE HARCHA ; ZAWIA, ZAWIA, ZAWIA, 2 Libye",
MABOITE2COM,communication / publicité / média,Moins de 20 employés,Société privée locale,,"Petite Ariana Esprit, Raoued, Ariana, None Tunisie",
VOLTOGREEN,électronique / électricité / énergie,Moins de 20 employés,Société privée locale,,"Rue El Mnihla, Mnihla, Ariana, None Tunisie",
SAFENSE,architecture / immobilier / BTP,Moins de 20 employés,Société privée locale,,"Route de Bizerte Sanhaji 2094, Mnihla, Ariana, None Tunisie",
GTT TUNISIE,autres,Moins de 20 employés,Société privée étrangère,,"RUE  DU LAC LEMAN IMMEUBLE OMRANE - BLOC B, La Marsa, Tunis, None Tunisie",
TANIT HYPER DISTRIBUTION,commerce / vente / distribution,Entre 20 et 100 employés,Société privée locale,,"Av. HEDI CHAKER-Immeuble DREAM CITY-4 étage, Nabeul, Nabeul, None Tunisie",
CMMC HOLDING,santé / paramédical / optique,Moins de 20 employés,Société privée locale,,"ENNASR 2, Ariana Ville, Ariana, None Tunisie",
MALLEKS STRUCTURAL SOLUTIONS,industrie métalliques,Moins de 20 employés,Société privée locale,,"Nasria , Sfax, Sfax Ville, Sfax, None Tunisie",
SIKA,industrie métalliques,Entre 20 et 100 employés,Société privée étrangère,,"Ksar Said Zone Industrielle, 2086 Douar Hicher, Douar Hicher, La Manouba, 2086 Tunisie",
JARZIS DECOR SARL,commerce / vente / distribution,Entre 20 et 100 employés,Société privée locale,,"RUE 15 OCTOBRE, El Kabbaria, Tunis, None Tunisie",
AROURI ACADEMY,enseignement / formation / puériculture,Entre 20 et 100 employés,Société privée locale,,"63 Avenue Habib Bougatfa 2000 Tunis, Le Bardo, Tunis, None Tunisie",
ANTARES INFOGÉRANCE,call center / télévente,Moins de 20 employés,Société privée locale,,"La Marsa, La Marsa, Tunis, None Tunisie",
DEPOGRO,commerce / vente / distribution,Entre 20 et 100 employés,Société privée locale,,"Rue Charles de Gaule, La Marsa, Tunis, 2078 Tunisie",http://www.depogro.com
IMAV,autres,Moins de 20 employés,Société privée locale,,"06 rue Carthage, Artisanat Denden bardo, Mannouba, La Manouba, None Tunisie",
CENTRALE OPTIQUE,commerce / vente / distribution,Entre 20 et 100 employés,Société privée locale,,"sfax nasria, Sfax Ville, Sfax, None Tunisie",
AFRICA STONE,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"Ennasr 2, Ariana Ville, Ariana, None Tunisie",
SOREF,autres,Entre 20 et 100 employés,Société privée locale,,"Omrane supérieur tunis, El Omrane Superieur, Tunis, None Tunisie",
SERVICE TECHNOLOGIE CLIM,autres,Moins de 20 employés,Société privée locale,,"Rue Zied allah enneffri Bardo, Le Bardo, Tunis, None Tunisie",
YRCONNECT,call center / télévente,Entre 20 et 100 employés,Société privée locale,,"24 rue edhagbagi, Centre ville, Tunis, None Tunisie",
DIGITAL COLLEGE,enseignement / formation / puériculture,Entre 20 et 100 employés,Société privée locale,,"3, Rue Al, Rue Imam Sahnoun, Belvédère 1002, Cite El Khadra, Tunis, 1002 Tunisie",
RADIOLOGIE MARSA SAF SAF,santé / paramédical / optique,Moins de 20 employés,Société privée locale,,"19 rue Abdelhafidh El Mekki, La Marsa, Tunis, None Tunisie",
TIS,informatique / télécoms,Entre 20 et 100 employés,Société privée locale,,"6, Place Mohamed Kurd Ali 1005, OMRANE TUNIS Tunisie, El Omrane, Tunis, None Tunisie",
ENTRAC INTERNATIONAL,autres,Entre 20 et 100 employés,Société privée locale,,"Rue de l'argent, Immeuble Fatma, les jardins du Lac.1053 Tunis, La Goulette, Tunis, 1053 Tunisie",
PREMIERE CONSULTING,consulting / étude / stratégie,Moins de 20 employés,Société privée locale,,"73 ter avenue habib bourguiba, Mannouba, La Manouba, 1100 Tunisie",
HONEYWELL SPERIAN PROTECTION TUNISIA,industrie métalliques,Entre 100 et 200 employés,Société privée étrangère,,"FQ68+M39, Dar Chaabane Al Fehri, Tunisie, Nabeul, Nabeul, None Tunisie",
SODAPRIM,architecture / immobilier / BTP,Moins de 20 employés,Société privée locale,,"8 AV de l'environnement 2080, Ariana Ville, Ariana, None Tunisie",
DATAHORIZON,informatique / télécoms,Entre 20 et 100 employés,Société privée étrangère,,"Centre Urbain nord, El Omrane, Tunis, None Tunisie",
CENTURY 21 TUNISIE,architecture / immobilier / BTP,Entre 20 et 100 employés,Société privée locale,,"Centre Urbain Nord, Ariana, Tunisie, El Menzah, Tunis, None Tunisie",
OPTIQUE OPTIMUM,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"44 Av Ahmed Tlili Menzah 6, El Menzah, Tunis, 2091 Tunisie",http://www.optimum.tn
COLLEGE DE PARIS CAMPUS SOUSSE,enseignement / formation / puériculture,Moins de 20 employés,Société privée étrangère,,"Rue Moez Ibn Badis, immmeuble El Zaytouna, 4071 Khezema, Sousse Ville, Sousse, None Tunisie",
CYTEX AUTOMATION,électronique / électricité / énergie,Moins de 20 employés,Société privée locale,,"Zone Industrielle, El Fahs, Zaghouan, None Tunisie",
STÉ HORRIGOS,consulting / étude / stratégie,Moins de 20 employés,Société privée locale,,"39 Avenue Abou Loubaba El Ansari -  Menzah6, Ariana Ville, Ariana, None Tunisie",
EPS EQUIPEMENT DE PREMIERS SECOURS,santé / paramédical / optique,Moins de 20 employés,Société privée locale,,"19 rue Mohamed Abdel Wahab El Manar 1, 2092 Tunis, El Menzah, Tunis, None Tunisie",
PARA RN,santé / paramédical / optique,Moins de 20 employés,Société privée locale,,"ENNASR, Ariana Ville, Ariana, None Tunisie",
OPTIMUM EYEWEAR,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"44 Av Ahmed Tlili Menzah 6 2091, El Menzah, Tunis, None Tunisie",
NTAS - NEW TECHNOLOGY ACCESS SERVICE,informatique / télécoms,Moins de 20 employés,Société privée locale,,"Rue Hamed El Ghazali, Centre ville, Tunis, None Tunisie",
UNIVERSAL ENERGY,électronique / électricité / énergie,Moins de 20 employés,Société privée locale,,"Midoun, Midoun, Médenine, None Tunisie",
KIFFCOM TUNIS,communication / publicité / média,Entre 20 et 100 employés,Société privée étrangère,,"63 rue karthoum, Centre ville, Tunis, None Tunisie",
ECOJINA,communication / publicité / média,Moins de 20 employés,Société privée locale,,"66, avenue d'Afrique, Menzah 5, Ariana Ville, Ariana, None Tunisie",
MELLOULI -STEEL- GALVANISING INDUSTRIES TOWERS,industrie métalliques,Plus de 500 employés,Société privée locale,,"ROUTE TUNIS KLM 12.5, Sakiet Ezzit, Sfax, None Tunisie",
NETINFO,banque / finance / assurances,Moins de 20 employés,Société privée locale,,"CENTRE URBAIN NORD, Cite El Khadra, Tunis, 2083 Tunisie",
NORD PICES AUTOS,commerce / vente / distribution,Entre 20 et 100 employés,Société privée locale,,"124 r. 4001 2052 Cité Ezzouhour, Bardo, Tunis, Ezzouhour, Tunis, None Tunisie",
MANUFACTURING GENERAL RADIATEUR,automobile / moteurs / engins mécaniques,Moins de 20 employés,Société privée locale,,"25 RUE DE TURQUIE, Bab Bhar, Tunis, None Tunisie",
MONTSAPO,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"Techopole El ghazela, Raoued, Ariana, None Tunisie",
WBHM FOOD,autres,Entre 20 et 100 employés,Société privée locale,,"Rue Charles De Gaulle, La Marsa, Tunis, None Tunisie",
TEJ FOOD,agriculture / agro-alimentaire / environnement,Moins de 20 employés,Société privée locale,,"Ksar said, Ettahrir, Tunis, None Tunisie",
SOCIÉTÉ LUMIÈRE MAHBOUBINE SLM,commerce / vente / distribution,Entre 20 et 100 employés,Société privée locale,,"115, Av. 2 Mars 1934, Cite El Habib EZZAHRA BEN AROUS, Ezzahra, Ben Arous, 2034 Tunisie",
ROLCAR TUNISIA,industrie électro-mécaniques,Entre 20 et 100 employés,Société privée étrangère,,"Rue Périphérique Nabeul, Rond Point Haouaria Nabeul, 8000, Nabeul, Nabeul, 8000 Tunisie",
LRT EMOBILITY,industrie électro-mécaniques,Entre 100 et 200 employés,Société privée étrangère,,"Meghira, Ben Arous, Ben Arous, None Tunisie",
VEGE PACK,agriculture / agro-alimentaire / environnement,Moins de 20 employés,Société privée locale,,"route de kondar, Kalaa El Kebira, Sousse, None Tunisie",
MOULDI YOUSFI,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"Khzema, Khzema, Sousse, None Tunisie",
CABINET BOULAJFEN IMED,comptabilité / gestion / audit,Moins de 20 employés,Société privée locale,,"65 RUE ABDERRAHMAN IBN AOUF MENZEH 6, Ariana Ville, Ariana, None Tunisie",
IBER CARTHAGE,agriculture / agro-alimentaire / environnement,Moins de 20 employés,Société privée locale,,"67 alain savary, Cite El Khadra, Tunis, None Tunisie",
CABINET SOUFIENE ZOUAGHI,architecture / immobilier / BTP,Moins de 20 employés,Société privée locale,,"Immeuble Millenium, 2ème étage, B23, La Marsa, Tunis, None Tunisie",
AMBASSADE DE QATAR A TUNIS,autres,Entre 20 et 100 employés,Société privée étrangère,,"Rue Hedi karray centre urbain nord, Cite El Khadra, Tunis, None Tunisie",
AKAE COUTURE,autres,Moins de 20 employés,Société privée locale,,"Tunis Lafayette, Centre ville, Tunis, None Tunisie",
AUMEX,informatique / télécoms,Moins de 20 employés,Société privée locale,,"2 Rue Tijani Ben Hamadi Haddad, 2 2083, Ariana Ville, Ariana, None Tunisie",
PHARMACIE RF,santé / paramédical / optique,Moins de 20 employés,Société privée locale,,"Avenue Habib Bourguiba, La Goulette, Tunis, None Tunisie",
LFGC CANADA INC.,architecture / immobilier / BTP,Entre 200 et 500 employés,Société privée étrangère,,"178, route 132 Est, Carleton-sur-Mer, Québec, None Canada",
SOTER,autres,Moins de 20 employés,Société privée locale,,"4 rue de l'Energie Solaire Charguia 1, Carthage, Tunis, None Tunisie",
SECURY JALLOUL,gardiennage / sécurité / maintenance,Entre 20 et 100 employés,Société privée locale,,"10 Rue de l'énergie solaire Impasse N°1 Charguia 1 -, Centre ville, Tunis, None Tunisie",
MGS LOGISTICS,transport / logistique,Moins de 20 employés,Société privée locale,,"12 Rue l'îles de Rhodes Imm Zarrad A  2ème Etage APT A22 - 1053 LAC II Tunis, La Goulette, Tunis, 1053 Tunisie",
ESILAB TUNISIE,autres,Moins de 20 employés,Société privée locale,,"bvd de la qualité de vie riadh el Andalous, Ariana Ville, Ariana, None Tunisie",
BRIGHT DIGITAL AGENCY,communication / publicité / média,Moins de 20 employés,Société privée locale,,"Av Habib Bourguiba Bardo, Le Bardo, Tunis, None Tunisie",
SOCIÉTÉ DE CONSEIL SET DE SERVICES,consulting / étude / stratégie,Moins de 20 employés,Société privée locale,,"Centre ville, Centre ville, Tunis, None Tunisie",
HAYCOM TECHNOLOGIES,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"11A rue imam bokri montplaisir ,tunis, Cite El Khadra, Tunis, None Tunisie",
COEO,call center / télévente,Entre 20 et 100 employés,Société privée étrangère,,"Bd Bir Inzarane, Res Jnane 1, N°15, casablanca, Grand Casablanca, None Maroc",
PHARMASET,commerce / vente / distribution,Entre 20 et 100 employés,Société privée étrangère,,"VHFC+VPP، Rue de Kairouan, Akouda 4,9 km, Akouda, Sousse, 4042 Tunisie",https://www.kelis-medical.com
TEAM 2K,call center / télévente,Entre 20 et 100 employés,Société privée locale,,"Charguia 1, Cite El Khadra, Tunis, None Tunisie",
UPRO MEDIA,communication / publicité / média,Moins de 20 employés,Société privée locale,,"Centre Galaxy Lafayette, Centre ville, Tunis, None Tunisie",
MINDSET CONCEPT THE STORE,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"116 bis rue de l'environnment, Ezzahra, Ben Arous, None Tunisie",
SOFTTODO,informatique / télécoms,Entre 20 et 100 employés,Société privée locale,2013,"Route El Ain, Km3 Ceinture Bourguiba, Sfax, Sfax Est, Sfax, 3003 Tunisie",
ZEPHYR IMMO,architecture / immobilier / BTP,Moins de 20 employés,Société privée locale,,"5 rue el Manfalouti, la Marsa Plage, La Marsa, Tunis, None Tunisie",
PREVENTISS,consulting / étude / stratégie,Entre 20 et 100 employés,Société privée locale,,"Rue Sidi Lakhmi, Immeuble Lina, 1er Etage App N° 11- SFAX- TUNISIE, Sfax Ville, Sfax, None Tunisie",
ADDVOCATE,informatique / télécoms,Moins de 20 employés,Société privée étrangère,,"en attente, Centre ville, Tunis, 1001 Tunisie",
ETS N3E,électronique / électricité / énergie,Moins de 20 employés,Société privée locale,,"EZZAHRA CENTRE BLOC B B41, Ezzahra, Ben Arous, None Tunisie",
SUPERHOST TUNISIA,architecture / immobilier / BTP,Entre 20 et 100 employés,Société privée locale,,"17 rue imam abou hanifa la marsa, La Marsa, Tunis, None Tunisie",
REAL TRUST,architecture / immobilier / BTP,Moins de 20 employés,Société privée locale,,"3 rue de la République, Carthage, Tunis, None Tunisie",
CABLISYS TUNISIE,automobile / moteurs / engins mécaniques,Entre 20 et 100 employés,Société privée locale,,"Zone Industrielle, Kalaa El Kebira, Sousse, None Tunisie",
AKREMI,électronique / électricité / énergie,Moins de 20 employés,Société privée étrangère,,"Manar 2, El Menzah, Tunis, 2092 Tunisie",
LOGIDOO,transport / logistique,Entre 100 et 200 employés,Société privée étrangère,,"The DOT , Lac 1, La Goulette, Tunis, None Tunisie",
MSB AUDITING,comptabilité / gestion / audit,Moins de 20 employés,Société privée locale,,"20 AVENUE HABIB BOURGUIBA, Megrine, Ben Arous, None Tunisie",
ALPHA TRADING INTERNATIONAL,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"yosra.masmoudi@alphatrading.com.tn, Ariana Ville, Ariana, None Tunisie",
DR MOUSSA,santé / paramédical / optique,Moins de 20 employés,Société privée locale,,"residence les orangers av erraoudha la soukra, La Soukra, Ariana, None Tunisie",
ANNIBAL SUPPORT,comptabilité / gestion / audit,Moins de 20 employés,Société privée étrangère,2023,"Cité AGBA - Monastir, Monastir, Monastir, 5000 Tunisie",
WATER TECHNOLOGIE,électronique / électricité / énergie,Entre 20 et 100 employés,Société privée locale,,"Route Gremda km3, Sfax Ville, Sfax, None Tunisie",
OP 1875,comptabilité / gestion / audit,Entre 100 et 200 employés,Société privée étrangère,,"Montplaisir, Tunis, Tunisie, Centre ville, Tunis, None Tunisie",
POOL STORE,commerce / vente / distribution,Moins de 20 employés,Société privée locale,,"6 RUE EL FARABI ZI MEGRINE SAINT GOBAIN, Megrine, Ben Arous, None Tunisie",
